Age,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,TotalChildren,NumberChildrenAtHome,Education,Occupation,YearlyIncome
27,M,M,0,1,0,0,Partial High School,Manual,35855
63,F,M,1,2,2,1,Bachelors,Management,109636
35,F,S,0,3,0,0,Partial College,Management,110373
39,M,S,1,0,0,0,Bachelors,Professional,136544
38,M,M,1,2,2,1,Bachelors,Management,108515
48,F,M,1,1,2,1,Partial High School,Skilled Manual,58980
59,M,M,1,2,2,1,Bachelors,Professional,133579
54,M,M,1,1,2,0,High School,Skilled Manual,60609
49,F,M,1,1,2,2,Partial College,Skilled Manual,58711
38,M,S,1,2,0,0,Graduate Degree,Management,111673
48,M,M,1,0,2,1,Partial College,Clerical,84210
54,F,M,1,1,2,0,Partial College,Management,104801
48,M,M,1,2,2,2,Partial College,Skilled Manual,56017
43,M,M,1,3,2,0,Graduate Degree,Professional,130045
42,F,M,1,0,2,1,Graduate Degree,Skilled Manual,60955
53,F,M,1,1,2,0,High School,Manual,35718
42,F,S,0,1,0,0,Graduate Degree,Skilled Manual,56593
49,M,S,1,2,0,0,Partial High School,Skilled Manual,53950
62,M,S,1,0,1,1,Bachelors,Manual,33935
27,M,S,0,1,0,0,High School,Manual,32475
36,M,S,0,2,0,0,Graduate Degree,Management,110152
53,F,S,1,2,0,0,High School,Skilled Manual,61243
65,F,M,1,1,2,0,Graduate Degree,Clerical,86596
38,M,M,1,3,0,0,Bachelors,Management,113346
45,M,M,1,1,2,0,Bachelors,Skilled Manual,59617
61,F,M,1,1,2,1,Partial High School,Manual,26412
31,F,S,0,1,0,0,Partial High School,Skilled Manual,61474
35,M,M,1,0,1,0,Bachelors,Professional,130344
55,M,M,1,1,2,1,Partial High School,Skilled Manual,56293
49,F,S,0,0,0,0,Partial High School,Manual,32650
43,F,M,1,1,1,0,Partial College,Manual,34012
53,M,M,1,0,2,2,Partial High School,Manual,28523
37,F,S,0,2,0,0,Bachelors,Clerical,77792
34,M,M,0,1,1,1,Partial High School,Skilled Manual,57036
25,M,S,0,0,0,0,Partial High School,Manual,29423
35,F,M,0,0,1,0,Bachelors,Manual,26454
42,F,S,0,0,0,0,Bachelors,Skilled Manual,60074
41,M,M,1,0,2,2,Graduate Degree,Skilled Manual,52210
51,F,S,0,0,0,0,High School,Manual,36528
43,M,M,1,0,1,0,Partial College,Skilled Manual,52684
35,M,M,1,0,1,1,Graduate Degree,Professional,131614
27,F,S,0,1,0,0,High School,Skilled Manual,60249
52,F,S,1,0,0,0,Graduate Degree,Professional,131763
42,M,S,0,1,0,0,Bachelors,Clerical,83970
53,F,M,1,2,2,1,Partial College,Skilled Manual,56952
42,M,S,0,2,0,0,Partial College,Skilled Manual,54024
52,F,S,1,2,0,0,Graduate Degree,Skilled Manual,55239
42,F,M,1,2,2,1,Bachelors,Management,106111
44,M,M,1,2,1,0,Partial College,Management,111489
34,M,S,1,3,0,0,Graduate Degree,Professional,134780
36,F,S,0,0,0,0,Graduate Degree,Clerical,82071
42,M,M,0,0,1,1,Bachelors,Manual,35590
45,M,M,1,1,2,0,Bachelors,Clerical,77794
28,M,S,0,3,0,0,Partial College,Management,108056
44,M,M,1,2,2,0,Partial College,Management,104492
57,F,M,1,1,2,0,High School,Manual,25877
36,M,M,0,1,1,0,Graduate Degree,Manual,37138
56,F,S,1,2,0,0,High School,Clerical,82381
42,F,S,0,1,0,0,Partial High School,Manual,32111
46,M,S,1,2,0,0,Partial College,Clerical,80677
62,M,M,1,3,2,1,Graduate Degree,Clerical,80024
59,F,M,1,3,2,1,Bachelors,Professional,130023
47,M,S,0,1,0,0,Bachelors,Skilled Manual,53611
49,F,M,1,2,2,1,Partial College,Management,107988
57,M,M,1,3,2,0,High School,Clerical,84590
94,F,M,1,2,3,0,High School,Clerical,77338
42,F,M,1,2,2,1,Bachelors,Professional,133406
28,F,S,0,1,0,0,Partial College,Skilled Manual,54716
56,F,M,1,1,2,1,High School,Skilled Manual,61407
30,M,S,0,1,0,0,Partial College,Manual,33508
32,M,M,0,0,0,0,Graduate Degree,Skilled Manual,62335
35,M,S,0,3,0,0,Partial College,Clerical,83584
35,F,M,0,0,2,0,Partial High School,Manual,26472
29,M,S,0,0,0,0,High School,Manual,34965
51,M,S,0,0,0,0,High School,Manual,30355
45,M,S,1,2,0,0,High School,Clerical,80681
52,M,M,1,0,1,1,Bachelors,Manual,34700
41,M,M,1,2,2,1,Partial College,Clerical,82915
38,F,S,0,0,0,0,Bachelors,Manual,27937
28,F,M,0,0,0,0,Partial College,Skilled Manual,61497
35,F,M,0,0,2,1,Graduate Degree,Skilled Manual,56099
39,M,S,1,2,0,0,Bachelors,Management,104636
34,F,M,0,1,1,1,High School,Skilled Manual,54879
28,M,S,0,2,0,0,Partial College,Clerical,87956
36,M,M,0,1,1,1,Graduate Degree,Manual,26852
38,F,M,0,1,2,1,Bachelors,Manual,31014
63,M,S,1,3,1,0,Graduate Degree,Management,104942
35,F,M,0,2,1,0,High School,Skilled Manual,53658
38,F,S,0,1,0,0,Bachelors,Skilled Manual,56376
32,F,S,0,0,0,0,Partial College,Manual,26972
45,F,M,1,1,2,1,High School,Clerical,84675
32,F,M,0,3,0,0,Bachelors,Clerical,80974
43,F,S,0,2,0,0,Partial College,Skilled Manual,59686
31,F,S,0,1,0,0,High School,Skilled Manual,59211
30,M,M,0,0,0,0,Partial College,Skilled Manual,61355
66,F,M,1,2,3,0,Bachelors,Clerical,80265
39,M,M,1,1,2,0,Graduate Degree,Clerical,77074
34,F,M,1,0,1,0,Graduate Degree,Clerical,82366
42,M,S,1,2,0,0,Bachelors,Management,113400
59,F,S,1,1,1,0,Partial College,Skilled Manual,58688
38,M,S,1,1,0,0,Graduate Degree,Management,104451
60,F,M,1,0,2,0,High School,Skilled Manual,52650
47,F,S,0,1,0,0,Graduate Degree,Manual,34560
56,F,S,1,3,0,0,Bachelors,Management,106671
34,M,S,0,0,0,0,High School,Clerical,81049
51,M,M,1,2,2,1,High School,Skilled Manual,51189
45,M,S,0,1,0,0,Bachelors,Skilled Manual,61317
56,F,M,1,1,2,0,High School,Skilled Manual,52586
28,M,S,0,0,0,0,Bachelors,Manual,31509
37,M,M,1,2,0,0,Graduate Degree,Professional,134045
52,F,S,1,1,0,0,Graduate Degree,Clerical,78825
44,M,M,1,1,2,0,Partial College,Skilled Manual,60654
36,F,S,1,3,0,0,Graduate Degree,Professional,129509
46,F,M,1,0,1,0,Bachelors,Clerical,81659
29,M,M,0,0,0,0,High School,Manual,28606
34,F,S,0,0,0,0,Partial High School,Skilled Manual,61364
46,F,M,1,2,0,0,Graduate Degree,Professional,135895
44,F,S,1,2,0,0,Partial College,Clerical,81108
55,M,M,1,1,2,2,Partial High School,Manual,30744
32,F,M,1,2,0,0,Graduate Degree,Professional,136246
48,M,S,0,0,0,0,Partial College,Manual,30433
71,F,M,1,1,2,1,Bachelors,Skilled Manual,52326
39,F,M,1,2,0,0,Bachelors,Professional,135687
52,M,S,0,0,0,0,Partial High School,Manual,35892
49,F,S,1,1,0,0,Partial College,Skilled Manual,56638
58,M,M,1,1,2,1,High School,Manual,30371
33,M,M,0,0,1,1,Graduate Degree,Manual,27900
45,F,S,0,1,0,0,Partial College,Manual,30967
59,M,S,1,1,1,1,High School,Skilled Manual,60658
37,F,M,1,2,2,1,Bachelors,Professional,132117
59,M,M,1,0,2,0,High School,Manual,26326
46,M,M,1,0,2,1,Graduate Degree,Professional,132217
26,M,S,0,1,0,0,High School,Clerical,86740
42,M,S,0,0,0,0,Partial High School,Skilled Manual,53594
42,M,S,0,1,0,0,Bachelors,Skilled Manual,59222
43,F,M,1,1,2,0,Partial College,Skilled Manual,51808
47,M,M,1,1,2,1,Partial College,Clerical,82186
28,M,S,0,3,0,0,Partial College,Clerical,81866
28,F,S,0,1,0,0,Partial High School,Skilled Manual,61639
35,F,M,1,0,1,1,Graduate Degree,Clerical,81432
48,M,M,1,0,2,1,High School,Manual,27678
47,F,M,1,1,2,2,Bachelors,Skilled Manual,56367
38,M,M,1,2,2,1,Bachelors,Skilled Manual,54320
46,M,M,1,0,2,1,Graduate Degree,Clerical,83522
62,F,S,1,0,1,1,Bachelors,Manual,28649
33,M,S,0,2,0,0,High School,Skilled Manual,53807
45,F,M,1,3,1,1,Graduate Degree,Clerical,77539
38,F,M,1,2,2,1,Bachelors,Skilled Manual,52832
35,F,S,0,0,0,0,Partial College,Manual,31818
29,F,M,0,2,0,0,High School,Skilled Manual,51799
26,F,M,0,1,0,0,Partial College,Clerical,79000
31,F,S,0,3,0,0,High School,Clerical,83588
42,F,S,0,2,0,0,High School,Skilled Manual,56012
31,F,M,0,0,0,0,Partial College,Skilled Manual,57147
35,F,M,1,3,0,0,Graduate Degree,Professional,135340
44,M,M,1,1,1,1,Partial College,Skilled Manual,58682
36,F,S,0,1,0,0,Bachelors,Manual,29297
38,M,M,1,2,0,0,Bachelors,Management,113090
45,F,S,1,2,0,0,Partial College,Clerical,80443
38,M,S,0,0,0,0,Bachelors,Skilled Manual,54284
42,F,S,0,1,0,0,Bachelors,Clerical,80780
47,M,S,1,3,0,0,Bachelors,Management,107797
35,F,S,0,0,0,0,Bachelors,Skilled Manual,61284
42,M,S,0,1,0,0,Bachelors,Skilled Manual,52980
60,F,M,1,1,2,1,High School,Skilled Manual,51147
30,F,M,0,1,0,0,High School,Manual,27739
31,M,S,0,1,0,0,Partial College,Skilled Manual,60929
52,F,S,0,0,0,0,High School,Manual,35576
38,M,S,0,0,0,0,Bachelors,Manual,36505
33,F,M,1,3,2,1,Partial College,Clerical,77981
70,F,M,1,1,2,1,Partial College,Skilled Manual,61358
61,F,S,1,0,1,1,Partial College,Manual,26861
46,M,S,0,0,0,0,High School,Skilled Manual,59446
51,F,M,1,2,2,2,Partial High School,Skilled Manual,58296
33,M,S,0,1,0,0,High School,Skilled Manual,53671
50,M,S,0,1,0,0,Partial High School,Manual,36180
54,M,M,1,2,2,1,High School,Skilled Manual,52841
45,M,M,1,1,2,0,High School,Skilled Manual,52357
27,M,M,0,0,0,0,High School,Skilled Manual,54470
50,F,M,1,1,2,2,Partial College,Clerical,79856
53,M,M,1,0,2,2,Partial College,Management,105849
45,M,S,1,0,0,0,Bachelors,Clerical,82030
49,M,M,1,0,1,1,High School,Manual,30628
34,F,M,1,3,0,0,Graduate Degree,Management,108057
45,F,M,1,1,2,0,Partial College,Clerical,78506
41,M,M,1,2,0,0,Bachelors,Management,107963
51,M,M,1,2,2,1,Partial High School,Skilled Manual,54698
53,M,M,1,0,2,2,High School,Manual,33436
33,M,M,1,2,1,1,Graduate Degree,Clerical,87180
28,M,S,0,2,0,0,Partial College,Management,106317
37,F,M,1,1,1,1,Bachelors,Management,106498
48,F,M,1,1,2,2,Partial College,Clerical,82074
33,M,M,1,1,2,2,Graduate Degree,Management,108904
63,F,S,1,2,1,0,Bachelors,Management,108434
37,F,S,1,1,0,0,Bachelors,Professional,131509
52,M,S,1,1,0,0,Partial College,Clerical,84773
28,M,S,0,1,0,0,High School,Skilled Manual,57758
32,M,S,0,0,0,0,Graduate Degree,Manual,36748
39,F,M,1,2,2,1,Bachelors,Skilled Manual,60486
39,F,S,0,1,0,0,Bachelors,Manual,33175
49,M,S,1,3,0,0,Bachelors,Management,109520
72,F,S,1,1,1,1,Bachelors,Skilled Manual,55218
50,M,S,0,1,0,0,Partial High School,Manual,27526
39,F,M,1,1,2,0,Bachelors,Skilled Manual,60133
44,M,M,1,2,0,0,Graduate Degree,Professional,138898
39,F,S,1,1,0,0,Graduate Degree,Management,110458
45,M,M,1,1,1,0,Partial College,Skilled Manual,53486
33,F,S,1,1,0,0,Graduate Degree,Professional,135202
63,F,M,1,1,2,1,Partial College,Skilled Manual,52075
43,F,S,1,3,0,0,Bachelors,Clerical,83476
53,F,M,1,2,2,0,Partial High School,Skilled Manual,59368
41,M,M,1,1,1,0,Partial College,Skilled Manual,52837
38,M,M,1,1,2,1,Bachelors,Management,102721
41,F,S,0,1,0,0,Bachelors,Clerical,76998
41,M,M,1,2,2,2,Bachelors,Management,108139
36,M,M,1,2,2,1,Graduate Degree,Professional,137687
43,M,M,1,1,2,1,Graduate Degree,Skilled Manual,56524
65,M,S,1,3,1,0,Bachelors,Management,108781
41,F,S,0,2,0,0,Bachelors,Clerical,78481
50,F,S,1,1,0,0,High School,Skilled Manual,58990
35,M,M,0,0,2,0,Bachelors,Skilled Manual,52118
30,M,S,0,1,0,0,Partial High School,Skilled Manual,56528
42,M,S,0,1,0,0,High School,Manual,27374
58,M,M,1,2,2,2,Partial College,Management,112668
33,M,S,0,2,0,0,Graduate Degree,Clerical,88048
45,M,M,1,3,1,0,Partial College,Management,112440
29,F,S,0,2,0,0,High School,Skilled Manual,58578
33,F,S,0,1,0,0,Bachelors,Management,111970
44,M,M,1,2,1,0,Partial College,Management,102959
54,F,S,1,2,0,0,High School,Skilled Manual,56512
31,M,S,0,1,0,0,High School,Manual,27081
47,F,S,1,1,0,0,Bachelors,Clerical,77917
42,F,S,0,0,0,0,Partial College,Manual,36237
48,F,M,1,1,2,0,Partial College,Clerical,76990
51,F,S,0,1,0,0,Partial High School,Manual,26102
35,F,M,0,1,2,0,Bachelors,Skilled Manual,59042
39,M,M,1,1,2,1,Graduate Degree,Professional,133003
51,F,S,1,1,0,0,Partial High School,Skilled Manual,57487
51,M,S,0,1,0,0,Partial High School,Manual,32066
34,F,M,1,3,2,1,Graduate Degree,Management,112555
45,F,M,1,2,2,1,Partial College,Clerical,77125
47,F,M,1,1,1,1,Partial College,Clerical,87058
64,F,M,1,2,2,0,Bachelors,Professional,127600
59,F,S,1,1,1,1,Bachelors,Professional,135743
44,M,M,1,2,2,1,High School,Skilled Manual,56666
37,M,M,1,0,2,1,Bachelors,Management,105022
54,F,S,1,1,0,0,High School,Skilled Manual,59702
34,M,S,0,0,0,0,Bachelors,Skilled Manual,52390
26,M,M,0,1,0,0,Partial College,Management,110379
46,F,M,1,3,2,0,Bachelors,Management,109711
55,M,M,1,2,2,1,Partial College,Management,112038
27,F,M,0,0,0,0,High School,Skilled Manual,61612
34,F,S,0,2,0,0,Partial College,Skilled Manual,61324
53,M,S,1,0,0,0,Partial College,Clerical,85895
49,M,M,1,0,2,0,Partial College,Manual,33905
43,F,S,1,3,0,0,Bachelors,Management,103250
70,F,S,1,2,1,0,Graduate Degree,Clerical,85272
61,M,M,1,3,2,0,High School,Clerical,77116
45,M,M,1,0,1,1,Partial College,Manual,30251
54,M,S,1,0,0,0,High School,Skilled Manual,58471
37,F,S,0,2,0,0,Bachelors,Clerical,80319
31,M,S,0,2,0,0,Bachelors,Professional,128275
48,M,M,1,0,2,1,High School,Skilled Manual,53678
42,F,S,0,0,0,0,High School,Clerical,80710
36,M,M,1,2,1,1,Graduate Degree,Management,103642
40,F,S,1,1,0,0,Graduate Degree,Professional,138129
32,M,S,0,1,0,0,High School,Skilled Manual,52054
67,M,M,1,2,2,0,Graduate Degree,Professional,131929
40,M,M,1,0,1,0,Bachelors,Clerical,78910
27,F,S,0,0,0,0,Partial College,Clerical,80274
52,M,S,1,2,0,0,Graduate Degree,Skilled Manual,62731
35,F,M,1,1,1,0,Graduate Degree,Professional,129177
40,M,M,1,2,2,2,Bachelors,Skilled Manual,54824
62,F,M,1,2,2,1,Partial College,Clerical,85372
50,F,S,1,2,0,0,Partial College,Clerical,82337
53,F,M,1,2,2,0,Partial High School,Skilled Manual,57252
35,F,M,1,1,1,0,High School,Clerical,82884
27,M,S,0,0,0,0,High School,Clerical,78952
54,M,M,1,2,2,1,Partial College,Management,105671
46,F,M,1,2,2,2,Partial College,Management,108192
54,M,M,1,2,2,1,High School,Clerical,79179
39,F,S,0,3,0,0,Bachelors,Clerical,80830
47,M,M,1,1,2,1,Bachelors,Skilled Manual,61198
66,F,M,1,1,3,0,Partial College,Clerical,84425
40,F,S,1,0,0,0,Bachelors,Management,106831
42,F,S,0,1,0,0,Partial College,Clerical,84448
48,F,M,1,1,2,0,Partial College,Manual,33700
46,F,S,1,2,0,0,Graduate Degree,Management,105782
42,M,M,0,0,2,0,Graduate Degree,Manual,37037
28,M,S,0,1,0,0,Partial College,Skilled Manual,53118
28,M,S,0,0,0,0,Partial College,Manual,33002
38,F,M,1,1,2,1,Partial College,Clerical,83268
38,F,M,1,1,1,0,Bachelors,Skilled Manual,52554
41,M,S,1,2,0,0,Bachelors,Professional,129431
63,F,S,1,1,1,1,Partial College,Management,108320
25,F,S,0,0,0,0,Partial High School,Manual,28442
44,M,S,0,1,0,0,Partial College,Skilled Manual,54248
39,F,M,1,2,0,0,Bachelors,Management,106618
34,F,M,0,1,1,1,Graduate Degree,Manual,31697
46,M,M,1,0,1,0,Bachelors,Skilled Manual,57383
28,F,S,0,0,0,0,Bachelors,Skilled Manual,52869
41,M,S,0,2,0,0,Partial High School,Skilled Manual,62060
33,M,M,1,3,2,1,Partial College,Management,108553
58,M,M,1,0,2,0,Partial High School,Manual,32401
49,M,M,1,2,2,1,High School,Clerical,80026
63,F,M,1,1,2,1,Bachelors,Management,110617
64,M,M,1,3,2,1,Bachelors,Clerical,78144
39,M,S,0,1,0,0,Graduate Degree,Clerical,85112
63,F,S,1,1,1,1,Bachelors,Professional,131075
30,M,S,0,1,0,0,Partial College,Management,111570
37,F,S,0,2,0,0,Bachelors,Management,105990
52,F,S,1,2,0,0,Graduate Degree,Skilled Manual,60488
66,F,M,1,1,2,1,Partial College,Manual,26507
32,F,M,1,3,0,0,Bachelors,Management,112232
52,M,M,1,1,2,0,Graduate Degree,Skilled Manual,55571
53,F,M,1,2,2,0,High School,Skilled Manual,53427
49,F,S,1,2,0,0,Partial College,Management,110044
33,F,S,0,2,0,0,Bachelors,Clerical,80459
43,F,M,1,2,2,1,Partial College,Management,105393
42,M,M,0,0,2,2,Bachelors,Manual,27251
40,M,S,0,1,0,0,Partial College,Skilled Manual,53632
35,M,M,0,1,2,2,Bachelors,Manual,31387
34,M,S,0,1,0,0,Bachelors,Skilled Manual,62385
47,F,S,1,2,0,0,Bachelors,Professional,130625
58,M,M,1,0,2,0,High School,Manual,32114
41,M,M,1,1,1,0,Bachelors,Skilled Manual,54543
48,M,M,1,1,2,2,Partial College,Skilled Manual,58307
46,F,S,1,1,0,0,Graduate Degree,Management,108887
36,F,M,1,1,2,1,Graduate Degree,Management,105841
59,F,M,1,2,2,1,Bachelors,Clerical,82445
46,F,S,0,1,0,0,Graduate Degree,Skilled Manual,61047
55,M,M,1,3,2,0,Partial College,Clerical,82128
51,M,M,1,1,2,2,High School,Skilled Manual,51871
64,M,M,1,1,2,0,Bachelors,Management,108344
34,F,S,0,0,0,0,High School,Manual,30589
63,F,M,1,0,2,0,Bachelors,Clerical,86125
35,F,M,0,1,1,0,Bachelors,Skilled Manual,60671
36,F,S,0,1,0,0,Bachelors,Manual,30009
47,F,M,1,2,1,1,Partial College,Clerical,79900
30,M,M,0,1,0,0,Partial High School,Manual,33693
45,F,M,1,0,1,0,Partial College,Skilled Manual,52556
54,F,M,1,1,2,0,Partial College,Clerical,86464
69,F,M,1,0,2,1,Partial College,Manual,30194
31,M,S,0,2,0,0,Bachelors,Professional,133069
54,M,M,1,0,2,0,High School,Skilled Manual,57197
33,M,M,1,2,1,1,Graduate Degree,Clerical,83474
55,M,M,1,1,2,0,Partial High School,Skilled Manual,58192
68,M,S,1,0,1,0,Graduate Degree,Clerical,82958
36,M,M,0,1,1,1,Graduate Degree,Skilled Manual,53315
52,F,M,1,0,2,1,Partial College,Manual,33015
39,F,S,0,1,0,0,Bachelors,Clerical,77562
54,M,M,1,1,2,2,Partial High School,Manual,28092
48,F,M,1,2,1,1,Partial College,Skilled Manual,62083
45,M,M,1,3,0,0,Graduate Degree,Professional,131058
38,F,S,0,1,0,0,Partial High School,Manual,27760
55,M,M,1,1,2,2,Partial College,Clerical,84519
50,M,M,1,3,2,0,Partial College,Clerical,82166
34,F,S,0,2,0,0,Partial High School,Skilled Manual,53032
27,F,S,0,0,0,0,Partial College,Manual,33869
33,M,M,0,1,1,1,High School,Skilled Manual,52208
41,F,S,0,1,0,0,High School,Clerical,76663
34,F,M,1,2,0,0,Graduate Degree,Professional,134297
56,F,M,1,1,1,1,Partial High School,Manual,28918
43,M,M,1,2,2,1,Bachelors,Clerical,88106
45,F,M,1,2,2,0,Partial College,Skilled Manual,59992
30,F,S,0,1,0,0,High School,Skilled Manual,61950
50,M,S,1,1,0,0,High School,Skilled Manual,52356
33,M,S,0,0,0,0,Partial High School,Manual,26180
34,M,M,0,1,1,0,Graduate Degree,Skilled Manual,60270
27,F,S,0,0,0,0,Partial College,Clerical,77725
60,F,M,1,2,2,2,Graduate Degree,Management,107688
39,F,M,1,0,1,0,Bachelors,Skilled Manual,60779
36,F,S,0,0,0,0,Bachelors,Skilled Manual,54531
36,F,S,1,1,0,0,Graduate Degree,Professional,135597
38,F,M,1,3,1,1,Bachelors,Professional,137651
44,M,S,0,1,0,0,Partial College,Skilled Manual,60714
33,M,S,0,1,0,0,Partial High School,Skilled Manual,59102
31,M,S,0,0,0,0,Partial College,Clerical,86943
49,F,S,1,2,0,0,High School,Skilled Manual,59836
42,M,M,1,2,0,0,Bachelors,Professional,134028
39,M,S,0,0,0,0,Graduate Degree,Clerical,79326
52,F,M,1,1,2,1,Bachelors,Management,104998
58,M,M,1,1,2,1,Bachelors,Clerical,87792
48,M,M,1,0,2,1,Partial High School,Skilled Manual,56851
31,F,S,0,1,0,0,Graduate Degree,Skilled Manual,56794
51,F,M,1,3,2,0,High School,Clerical,86030
60,F,M,1,2,2,0,Partial College,Clerical,77484
26,M,M,0,1,0,0,High School,Skilled Manual,51347
55,M,M,1,2,2,1,High School,Skilled Manual,53955
65,M,S,1,1,1,0,Bachelors,Manual,36154
31,M,S,0,0,0,0,High School,Manual,32366
49,F,S,1,2,0,0,Partial College,Clerical,79083
34,F,M,0,1,2,1,High School,Skilled Manual,55093
50,M,M,1,1,2,0,Partial College,Clerical,86967
47,F,M,1,1,2,1,Bachelors,Skilled Manual,56899
54,F,M,1,2,2,0,High School,Clerical,84611
42,F,M,1,2,2,2,Bachelors,Management,106577
35,F,M,1,2,0,0,Graduate Degree,Management,102991
25,M,M,0,1,0,0,Partial College,Clerical,84022
53,F,M,1,3,2,1,Partial College,Management,108198
53,F,M,1,1,2,0,High School,Clerical,82264
39,F,M,1,1,1,1,Graduate Degree,Management,108288
37,M,M,1,0,2,1,Graduate Degree,Clerical,78531
52,M,M,1,1,2,2,High School,Manual,34161
39,F,M,1,2,0,0,Bachelors,Management,110487
46,M,M,1,3,2,0,Partial College,Management,110500
73,M,S,1,0,1,0,Graduate Degree,Management,108476
48,M,M,1,2,2,1,Partial College,Clerical,86621
32,M,M,1,1,0,0,Graduate Degree,Professional,133836
31,F,S,0,0,0,0,Partial College,Management,111028
40,M,M,1,2,1,1,Bachelors,Clerical,79304
36,M,S,0,0,0,0,Partial College,Skilled Manual,53406
31,F,S,0,0,0,0,High School,Clerical,77802
49,M,M,1,2,1,0,Partial College,Skilled Manual,59669
70,M,M,1,2,2,1,Graduate Degree,Professional,128556
46,F,S,1,2,0,0,Graduate Degree,Clerical,84846
51,F,M,1,1,2,1,High School,Skilled Manual,54344
33,F,M,1,1,1,1,Graduate Degree,Clerical,86363
38,F,S,0,1,0,0,Bachelors,Clerical,84551
54,F,M,1,1,2,2,Partial College,Clerical,81231
66,F,S,1,1,1,0,Graduate Degree,Professional,133858
70,M,M,1,2,2,0,Graduate Degree,Professional,130726
57,F,S,1,1,0,0,Partial High School,Skilled Manual,55707
49,F,M,1,0,2,1,High School,Manual,35065
39,M,M,1,1,2,0,High School,Clerical,83698
31,F,M,0,0,0,0,Partial College,Manual,29062
50,M,S,1,2,0,0,High School,Clerical,85384
39,F,S,0,0,0,0,Bachelors,Skilled Manual,51614
31,F,M,0,1,0,0,Partial College,Clerical,77621
42,M,M,1,1,2,0,Bachelors,Clerical,77364
49,M,S,1,2,0,0,Partial College,Management,106968
37,M,S,0,1,0,0,Bachelors,Manual,30640
46,F,S,1,2,0,0,Bachelors,Clerical,86966
67,M,M,1,0,3,0,Graduate Degree,Skilled Manual,51729
33,F,M,0,0,2,1,Partial High School,Manual,29399
51,F,M,1,0,2,1,High School,Skilled Manual,61307
61,M,S,1,0,1,1,Partial High School,Manual,27740
42,M,S,0,1,0,0,Partial High School,Skilled Manual,53763
43,F,S,1,1,0,0,Partial College,Management,107132
42,M,M,0,0,2,1,High School,Manual,28953
43,F,M,1,0,2,0,Bachelors,Skilled Manual,60842
41,M,M,1,3,2,1,Bachelors,Management,105369
53,F,S,1,1,0,0,Partial College,Skilled Manual,53598
59,M,S,1,1,1,0,High School,Clerical,82224
54,F,M,1,1,2,0,Partial College,Management,111000
32,F,M,0,2,0,0,Partial College,Skilled Manual,51251
30,M,S,0,1,0,0,Partial College,Skilled Manual,53689
31,M,S,0,1,0,0,Bachelors,Clerical,78460
66,F,S,1,1,1,1,Graduate Degree,Manual,27023
28,M,M,0,1,0,0,Partial College,Skilled Manual,53990
62,M,S,1,1,1,0,Bachelors,Manual,34498
51,F,M,1,1,1,0,Partial High School,Manual,31942
35,F,M,1,2,2,0,Graduate Degree,Professional,130380
29,F,S,0,1,0,0,Partial College,Management,109497
35,F,M,1,1,2,0,Graduate Degree,Clerical,83430
38,F,S,0,2,0,0,Partial College,Skilled Manual,56211
44,F,M,1,2,2,0,Partial College,Skilled Manual,57339
48,F,M,1,1,1,0,Partial High School,Skilled Manual,58116
63,F,M,1,1,2,1,Graduate Degree,Management,103886
35,M,M,1,3,0,0,Graduate Degree,Management,106944
52,F,M,1,2,0,0,Graduate Degree,Professional,136716
38,M,S,0,1,0,0,Partial High School,Skilled Manual,61577
53,F,M,1,1,2,1,Partial College,Management,102150
55,M,M,1,0,2,1,Partial College,Skilled Manual,60975
34,M,S,0,1,0,0,Partial High School,Skilled Manual,59235
61,M,M,1,2,2,1,Bachelors,Professional,133708
69,F,M,1,2,2,2,Graduate Degree,Professional,130378
51,F,S,1,2,0,0,Partial High School,Skilled Manual,58436
44,F,S,0,0,0,0,Partial College,Skilled Manual,52643
57,M,M,1,2,2,1,Partial College,Skilled Manual,54000
26,M,S,0,1,0,0,High School,Skilled Manual,59092
41,F,M,1,1,2,1,Partial College,Clerical,77791
35,M,S,1,2,0,0,Graduate Degree,Professional,138486
33,M,S,0,0,0,0,Partial High School,Manual,26581
48,F,M,1,2,2,1,Partial College,Management,109039
27,M,M,0,1,0,0,High School,Skilled Manual,61900
39,M,M,1,1,2,1,Bachelors,Skilled Manual,56740
53,F,S,1,0,0,0,Partial High School,Manual,31752
41,F,S,0,1,0,0,Bachelors,Skilled Manual,56425
28,F,S,0,0,0,0,Partial College,Manual,35356
31,M,M,0,2,0,0,Partial College,Skilled Manual,57575
36,M,S,0,1,0,0,Bachelors,Manual,27044
46,M,M,1,1,2,1,Graduate Degree,Management,110314
30,F,S,0,2,0,0,Bachelors,Skilled Manual,62050
60,F,S,1,0,1,1,Partial College,Manual,32377
38,F,M,1,2,0,0,Graduate Degree,Professional,136931
35,F,M,0,1,2,2,Graduate Degree,Skilled Manual,59490
53,F,M,1,2,2,1,High School,Skilled Manual,58373
40,F,M,1,1,2,1,Partial College,Skilled Manual,53947
42,F,S,0,1,0,0,Partial High School,Manual,31980
55,M,M,1,1,2,0,High School,Clerical,76970
32,M,S,0,1,0,0,Partial College,Manual,28029
37,F,M,0,2,1,1,Graduate Degree,Skilled Manual,52331
43,F,M,1,2,2,1,Bachelors,Clerical,86001
67,M,M,1,1,2,2,Bachelors,Skilled Manual,60242
38,M,S,0,2,0,0,Partial College,Clerical,82398
38,M,S,0,1,0,0,Partial College,Skilled Manual,53000
58,M,S,1,1,1,1,Partial College,Management,103368
